notif_no,substance_detected
NOT221101273K,Nan
NOT221101388K,Nan
NOT221101369K,Nan
NOT221101380K,Nan
NOT221101350K,Nan
NOT221101348K,Nan
NOT221101300K,Nan
NOT221101346K,Nan
NOT221101255K,Nan
NOT221101381K,Nan
NOT221101386K,Nan
NOT181101263K,Nan
NOT221101383K,Nan
NOT221101252K,Nan
NOT221101362K,Nan
NOT141100982K,Nan
NOT221101311K,Nan
NOT141100973K,Nan
NOT141100983K,Nan
NOT221101110K,Nan
NOT221101371K,Nan
NOT221101287K,Nan
NOT221101109K,Nan
NOT221101116K,Nan
NOT221101339K,Nan
NOT221101321K,Nan
NOT201101432K,Nan
NOT221101394K,Nan
NOT221101325K,Nan
NOT221101115K,Nan
NOT141100963K,Nan
NOT221101393K,Nan
NOT201101431K,Nan
NOT181101174K,Nan
NOT221101378K,Nan
NOT221101360K,Nan
NOT141100989K,Nan
NOT221101163K,Nan
NOT181101234K,Nan
NOT221101327K,Nan
NOT221101173K,Nan
NOT201101434K,Nan
NOT181101134K,Nan
NOT221101268K,Nan
NOT221101107K,Nan
NOT221101190K,Nan
NOT221101188K,Nan
NOT221101374K,Nan
NOT221101191K,Nan
NOT221101269K,Nan
NOT161101815K,Nan
NOT221101277K,Nan
NOT221101278K,Nan
NOT221101375K,Nan
NOT221101276K,Nan
NOT221101358K,Nan
NOT181101183K,Nan
NOT181101248K,Nan
NOT181101157K,Nan
NOT221101272K,Nan
NOT221101192K,Nan
NOT221101121K,Nan
NOT221101108K,Nan
NOT221101247K,Nan
NOT221101354K,Nan
NOT201101442K,Nan
NOT221101196K,Nan
NOT221101126K,Nan
NOT221101259K,Nan
NOT221101341K,Nan
NOT221101120K,Nan
NOT221101359K,Nan
NOT221101198K,Nan
NOT221101245K,Nan
NOT221101194K,Nan
NOT181101120K,Nan
NOT221101243K,Nan
NOT221101193K,Nan
NOT221101267K,Nan
NOT221101172K,Nan
NOT201101446K,Nan
NOT181101139K,Nan
NOT221101295K,Nan
NOT201101437K,Nan
NOT221101260K,Nan
NOT221101167K,Nan
NOT221101333K,Nan
NOT201101439K,Nan
NOT221101275K,Nan
NOT221101178K,Nan
NOT221101176K,Nan
NOT221101312K,Nan
NOT221101328K,Nan
NOT221101127K,Nan
NOT221101112K,Nan
NOT181101249K,Nan
NOT221101174K,Nan
NOT181101250K,Nan
NOT221101274K,Nan
NOT221101376K,Nan
NOT201101440K,Nan
NOT221101175K,Nan
NOT221101182K,Nan
NOT201101433K,Nan
NOT221101165K,Nan
NOT221101290K,Nan
NOT221101186K,Nan
NOT221101335K,Nan
NOT221101184K,Nan
NOT201101438K,Nan
NOT221101261K,Nan
NOT221101180K,Nan
NOT221101114K,Nan
NOT221101455K,Nan
NOT221101556K,Nan
NOT221101516K,Nan
NOT221101439K,Nan
NOT221101425K,Nan
NOT221101495K,Nan
NOT221101443K,Nan
NOT221101541K,Nan
NOT221101499K,Nan
NOT221101416K,Nan
NOT221101507K,Nan
NOT221101417K,Nan
NOT221101467K,Nan
NOT221101427K,Nan
NOT221101413K,Nan
NOT101101449K,Nan
NOT221101494K,Nan
NOT221101540K,Nan
NOT221101438K,Nan
NOT221101560K,Nan
NOT221101558K,Nan
NOT221101554K,Nan
NOT221101396K,Nan
NOT161102069K,Nan
NOT221101423K,Nan
NOT221101555K,Nan
NOT221101538K,Nan
NOT221101441K,Nan
NOT221101542K,Nan
NOT221101571K,Nan
NOT221101442K,Nan
NOT221101484K,Nan
NOT201101514K,Nan
NOT221101486K,Nan
NOT101101451K,Nan
NOT221101539K,Nan
NOT161102214K,Nan
NOT221101553K,Nan
NOT221101557K,Nan
NOT221101537K,Nan
NOT101101446K,Nan
NOT101101439K,Nan
NOT221101514K,Nan
NOT221101496K,Nan
NOT221101552K,Nan
NOT221101559K,Nan
NOT221101515K,Nan
NOT221101551K,Nan
NOT221101440K,Nan
NOT221101549K,Nan
NOT181101405K,Nan
NOT221101511K,Nan
NOT221101478K,Nan
NOT221101410K,Nan
NOT221101476K,Nan
NOT221101475K,Nan
NOT221101414K,Nan
NOT221101462K,Nan
NOT221101421K,Nan
NOT221101468K,Nan
NOT161102275K,Nan
NOT181101544K,Nan
NOT221101489K,Nan
NOT201101515K,Nan
NOT201101582K,Nan
NOT221101505K,Nan
NOT201101581K,Nan
NOT221101525K,Nan
NOT221101503K,Nan
NOT161102081K,Nan
NOT221101480K,Nan
NOT221101400K,Nan
NOT161101991K,Nan
NOT161101972K,Nan
NOT221101562K,Nan
NOT221101398K,Nan
NOT221101517K,Nan
NOT161102072K,Nan
NOT201101583K,Nan
NOT161101974K,Nan
NOT161102076K,Nan
NOT221101519K,Nan
NOT221101506K,Nan
NOT161102080K,Nan
NOT221101523K,Nan
NOT221101399K,Nan
NOT221101567K,Nan
NOT161102073K,Nan
NOT201101519K,Nan
NOT161101992K,Nan
NOT221101474K,Nan
NOT201101594K,Nan
NOT201101598K,Nan
NOT221101502K,Nan
NOT221101471K,Nan
NOT221101573K,Nan
NOT221101451K,Nan
NOT181101515K,Nan
NOT201101596K,Nan
NOT181101470K,Nan
NOT181101469K,Nan
NOT221101464K,Nan
NOT181101448K,Nan
NOT181101359K,Nan
NOT181101358K,Nan
NOT181101295K,Nan
NOT181101296K,Nan
NOT181101447K,Nan
NOT221101401K,Nan
NOT181101443K,Nan
NOT221101411K,Nan
NOT221101501K,Nan
NOT221101470K,Nan
NOT221101577K,Nan
NOT181101321K,Nan
NOT181101325K,Nan
NOT181101398K,Nan
NOT201101585K,Nan
NOT201101595K,Nan
NOT221101498K,Nan
NOT221101453K,Nan
NOT221101473K,Nan
NOT181101364K,Nan
NOT221101526K,Nan
NOT161102200K,Nan
NOT221101500K,Nan
NOT221101472K,Nan
NOT221101446K,Nan
NOT221101521K,Nan
NOT221101493K,Nan
NOT221101527K,Nan
NOT221101431K,Nan
NOT221101450K,Nan
NOT221101509K,Nan
NOT221101581K,Nan
NOT221101563K,Nan
NOT221101429K,Nan
NOT221101536K,Nan
NOT221101576K,Nan
NOT221101512K,Nan
NOT221101437K,Nan
NOT221101460K,Nan
NOT221101568K,Nan
NOT221101574K,Nan
NOT221101492K,Nan
NOT221101575K,Nan
NOT221101466K,Nan
NOT221101487K,Nan
NOT221101547K,Nan
NOT221101465K,Nan
NOT221101415K,Nan
NOT221101504K,Nan
NOT221101409K,Nan
NOT221101407K,Nan
NOT221101561K,Nan
NOT221101543K,Nan
NOT221101544K,Nan
NOT221101419K,Nan
NOT230100203K,Nan
NOT221101406K,Nan
NOT221101448K,Nan
NOT221101469K,Nan
NOT221101546K,Nan
NOT221101570K,Nan
NOT221101405K,Nan
NOT221101404K,Nan
NOT221101432K,Nan
NOT221101550K,Nan
NOT221101452K,Nan
NOT221101454K,Nan
NOT221101482K,Nan
NOT221101565K,Nan
NOT221101412K,Nan
NOT221101435K,Nan
NOT221101402K,Nan
NOT161101965K,Nan
NOT221101491K,Nan
NOT221101497K,Nan
NOT221101582K,Nan
NOT161101970K,Nan
NOT221101403K,Nan
NOT221101548K,Nan
NOT221101458K,Nan
NOT221101569K,Nan
NOT221101418K,Nan
NOT221101508K,Nan
NOT221101564K,Nan
NOT221101456K,Nan
NOT221101578K,Nan
NOT221101449K,Nan
NOT201102203K,Nan
NOT221101797K,Nan
NOT221101876K,Nan
NOT221101899K,Nan
NOT201102204K,Nan
NOT221101826K,Nan
NOT201102205K,Nan
NOT201102129K,Nan
NOT221101673K,Nan
NOT201101988K,Nan
NOT221101911K,Nan
NOT221101685K,Nan
NOT221101770K,Nan
NOT221101723K,Nan
NOT221101725K,Nan
NOT221101711K,Nan
NOT201102202K,Nan
NOT201102135K,Nan
NOT221101901K,Nan
NOT221101868K,Nan
NOT221101766K,Nan
NOT221101828K,Nan
NOT221101727K,Nan
NOT221101864K,Nan
NOT221101700K,Nan
NOT221101598K,Nan
NOT221101686K,Nan
NOT221101829K,Nan
NOT201102098K,Nan
NOT221101672K,Nan
NOT221101866K,Nan
NOT221101910K,Nan
NOT221101906K,Nan
NOT221101902K,Nan
NOT201102020K,Nan
NOT221101750K,Nan
NOT221101805K,Nan
NOT201101941K,Nan
NOT201101885K,Nan
NOT221101907K,Nan
NOT221101757K,Nan
NOT221101687K,Nan
NOT221101751K,Nan
NOT221101870K,Nan
NOT201101951K,Nan
NOT201102048K,Nan
NOT201102162K,Nan
NOT221101872K,Nan
NOT221101603K,Nan
NOT201102046K,Nan
NOT201102187K,Nan
NOT221101765K,Nan
NOT221101900K,Nan
NOT221101874K,Nan
NOT221101912K,Nan
NOT221101811K,Nan
NOT201102134K,Nan
NOT201102116K,Nan
NOT221101704K,Nan
NOT201101795K,Nan
NOT221101856K,Nan
NOT201102192K,Nan
NOT201102201K,Nan
NOT201102061K,Nan
NOT201102033K,Nan
NOT221101813K,Nan
NOT221101638K,Nan
NOT221101633K,Nan
NOT221101701K,Nan
NOT221101631K,Nan
NOT221101629K,Nan
NOT221101628K,Nan
NOT221101627K,Nan
NOT221101814K,Nan
NOT221101816K,Nan
NOT201101984K,Nan
NOT221101887K,Nan
NOT221101853K,Nan
NOT221101626K,Nan
NOT221101625K,Nan
NOT221101650K,Nan
NOT221101648K,Nan
NOT221101888K,Nan
NOT221101646K,Nan
NOT221101889K,Nan
NOT221101644K,Nan
NOT221101818K,Nan
NOT221101643K,Nan
NOT221101852K,Nan
NOT201101852K,Nan
NOT221101636K,Nan
NOT201101812K,Nan
NOT221101896K,Nan
NOT221101635K,Nan
NOT221101682K,Nan
NOT221101674K,Nan
NOT221101680K,Nan
NOT221101812K,Nan
NOT221101679K,Nan
NOT221101677K,Nan
NOT221101676K,Nan
NOT221101666K,Nan
NOT221101668K,Nan
NOT221101664K,Nan
NOT221101661K,Nan
NOT201102122K,Nan
NOT221101641K,Nan
NOT221101660K,Nan
NOT221101657K,Nan
NOT221101655K,Nan
NOT221101905K,Nan
NOT221101881K,Nan
NOT221101654K,Nan
NOT221101827K,Nan
NOT221101882K,Nan
NOT221101653K,Nan
NOT221101840K,Nan
NOT221101884K,Nan
NOT221101675K,Nan
NOT221101846K,Nan
NOT221101659K,Nan
NOT221101830K,Nan
NOT221101756K,Nan
NOT221101784K,Nan
NOT201102142K,Nan
NOT221101824K,Nan
NOT221101678K,Nan
NOT201102120K,Nan
NOT221101658K,Nan
NOT221101851K,Nan
NOT221101684K,Nan
NOT221101849K,Nan
NOT221101841K,Nan
NOT201101876K,Nan
NOT201102141K,Nan
NOT221101838K,Nan
NOT201101875K,Nan
NOT201102139K,Nan
NOT221101836K,Nan
NOT221101886K,Nan
NOT221101850K,Nan
NOT201102108K,Nan
NOT221101834K,Nan
NOT201102032K,Nan
NOT221101897K,Nan
NOT201102140K,Nan
NOT201102110K,Nan
NOT201102136K,Nan
NOT221101832K,Nan
NOT221101665K,Nan
NOT221101862K,Nan
NOT221101610K,Nan
NOT221101611K,Nan
NOT221101879K,Nan
NOT221101639K,Nan
NOT201101804K,Nan
NOT201102196K,Nan
NOT201102197K,Nan
NOT221101767K,Nan
NOT201101890K,Nan
NOT221101755K,Nan
NOT221101820K,Nan
NOT221101624K,Nan
NOT221101622K,Nan
NOT201102094K,Nan
NOT221101640K,Nan
NOT221101822K,Nan
NOT201101599K,Nan
NOT221101619K,Nan
NOT221101662K,Nan
NOT221101618K,Nan
NOT221101614K,Nan
NOT201102043K,Nan
NOT221101613K,Nan
NOT221101612K,Nan
NOT221101810K,Nan
NOT221101747K,Nan
NOT221101823K,Nan
NOT201101600K,Nan
NOT221101620K,Nan
NOT201101601K,Nan
NOT221101764K,Nan
NOT221101721K,Nan
NOT221101731K,Nan
NOT221101776K,Nan
NOT221101788K,Nan
NOT221101760K,Nan
NOT201102195K,Nan
NOT221101746K,Nan
NOT221101656K,Nan
NOT221101745K,Nan
NOT161102474K,Nan
NOT161102473K,Nan
NOT221101763K,Nan
NOT221101877K,Nan
NOT221101787K,Nan
NOT161102471K,Nan
NOT221101697K,Nan
NOT161102468K,Nan
NOT221101607K,Nan
NOT161102467K,Nan
NOT221101753K,Nan
NOT201102063K,Nan
NOT221101789K,Nan
NOT221101761K,Nan
NOT221101616K,Nan
NOT201101899K,Nan
NOT201101900K,Nan
NOT221101730K,Nan
NOT221101775K,Nan
NOT221101732K,Nan
NOT221101615K,Nan
NOT221101609K,Nan
NOT201101850K,Nan
NOT221101780K,Nan
NOT221101714K,Nan
NOT221101808K,Nan
NOT221101740K,Nan
NOT201101898K,Nan
NOT201101897K,Nan
NOT181101671K,Nan
NOT221101696K,Nan
NOT161102611K,Nan
NOT221101600K,Nan
NOT221101786K,Nan
NOT221101854K,Nan
NOT221101790K,Nan
NOT221101796K,Nan
NOT161102544K,Nan
NOT161102477K,Nan
NOT221101772K,Nan
NOT221101769K,Nan
NOT221101773K,Nan
NOT221101742K,Nan
NOT221101729K,Nan
NOT221101771K,Nan
NOT221101728K,Nan
NOT221101774K,Nan
NOT161102546K,Nan
NOT201101895K,Nan
NOT221101792K,Nan
NOT221101605K,Nan
NOT221101692K,Nan
NOT221101758K,Nan
NOT221101804K,Nan
NOT201102206K,Nan
NOT221101878K,Nan
NOT221101593K,Nan
NOT201101793K,Nan
NOT201101845K,Nan
NOT221101806K,Nan
NOT221101885K,Nan
NOT201102016K,Nan
NOT181101718K,Nan
NOT221101663K,Nan
NOT221101859K,Nan
NOT221101748K,Nan
NOT201102070K,Nan
NOT221101698K,Nan
NOT221101898K,Nan
NOT201102071K,Nan
NOT201101798K,Nan
NOT201102075K,Nan
NOT221101608K,Nan
NOT221101785K,Nan
NOT201102073K,Nan
NOT221101652K,Nan
NOT201101799K,Nan
NOT221101778K,Nan
NOT201102097K,Nan
NOT221101691K,Nan
NOT221101807K,Nan
NOT221101617K,Nan
NOT201102065K,Nan
NOT201101932K,Nan
NOT201102066K,Nan
NOT201101931K,Nan
NOT221101801K,Nan
NOT201101893K,Nan
NOT221101606K,Nan
NOT201102019K,Nan
NOT221101781K,Nan
NOT201102067K,Nan
NOT221101671K,Nan
NOT201101792K,Nan
NOT221101858K,Nan
NOT221101749K,Nan
NOT221101752K,Nan
NOT201101789K,Nan
NOT201102017K,Nan
NOT221101798K,Nan
NOT201101790K,Nan
NOT201101791K,Nan
NOT201102068K,Nan
NOT221101782K,Nan
NOT221101670K,Nan
NOT221101802K,Nan
NOT221101651K,Nan
NOT201101800K,Nan
NOT221101759K,Nan
NOT221101908K,Nan
NOT221101895K,Nan
NOT201102199K,Nan
NOT201102095K,Nan
NOT201102062K,Nan
NOT221101584K,Nan
NOT221101585K,Nan
NOT181101935K,Nan
NOT221101586K,Nan
NOT221101587K,Nan
NOT221101588K,Nan
NOT221101903K,Nan
NOT201101842K,Nan
NOT201102056K,Nan
NOT221101590K,Nan
NOT181101772K,Nan
NOT181101770K,Nan
NOT181101769K,Nan
NOT181101768K,Nan
NOT181101767K,Nan
NOT181101766K,Nan
NOT181101765K,Nan
NOT181101764K,Nan
NOT181101763K,Nan
NOT181101762K,Nan
NOT201102148K,Nan
NOT221101904K,Nan
NOT201102083K,Nan
NOT221101694K,Nan
NOT201102165K,Nan
NOT221101595K,Nan
NOT221101719K,Nan
NOT221101861K,Nan
NOT221101717K,Nan
NOT221101718K,Nan
NOT221101880K,Nan
NOT201102114K,Nan
NOT221101744K,Nan
NOT221101716K,Nan
NOT221101715K,Nan
NOT221101860K,Nan
NOT221101768K,Nan
NOT221101689K,Nan
NOT181101761K,Nan
NOT201101908K,Nan
NOT221101690K,Nan
NOT201102167K,Nan
NOT201101986K,Nan
NOT221101602K,Nan
NOT201102198K,Nan
NOT221101794K,Nan
NOT221101693K,Nan
NOT201102084K,Nan
NOT201101806K,Nan
NOT201102059K,Nan
NOT221101583K,Nan
NOT201101813K,Nan
NOT221101599K,Nan
NOT221101783K,Nan
NOT221101695K,Nan
NOT201102151K,Nan
NOT221101703K,Nan
NOT201102132K,Nan
NOT221101705K,Nan
NOT221101777K,Nan
NOT221101706K,Nan
NOT221101707K,Nan
NOT201102031K,Nan
NOT221101708K,Nan
NOT221101710K,Nan
NOT221101890K,Nan
NOT221101799K,Nan
NOT221101791K,Nan
NOT221101809K,Nan
NOT221101855K,Nan
NOT221101891K,Nan
NOT221101800K,Nan
NOT221101597K,Nan
NOT221101738K,Nan
NOT201101971K,Nan
NOT221101736K,Nan
NOT221101893K,Nan
NOT221101754K,Nan
NOT221101604K,Nan
NOT221101601K,Nan
NOT221101596K,Nan
NOT221101857K,Nan
NOT201101972K,Nan
NOT201101940K,Nan
NOT201102152K,Nan
NOT181101730K,Nan
NOT201102200K,Nan
NOT181101760K,Nan
NOT181101759K,Nan
NOT181101758K,Nan
NOT181101757K,Nan
NOT221101591K,Nan
NOT221101594K,Nan
NOT181101745K,Nan
NOT181101744K,Nan
NOT181101743K,Nan
NOT181101741K,Nan
NOT181101729K,Nan
NOT201102212K,Nan
NOT181101739K,Nan
NOT181101738K,Nan
NOT181101735K,Nan
NOT181101734K,Nan
NOT181101733K,Nan
NOT201101846K,Nan
NOT201101948K,Nan
NOT221101699K,Nan
NOT181101732K,Nan
NOT201101848K,Nan
NOT181101731K,Nan
NOT221101702K,Nan
NOT181101740K,Nan
NOT221102029K,Nan
NOT221102021K,Nan
NOT201102296K,Nan
NOT201102238K,Nan
NOT221101999K,Nan
NOT201102240K,Nan
NOT221101998K,Nan
NOT221102379K,Nan
NOT201102241K,Nan
NOT201102339K,Nan
NOT221102431K,Nan
NOT201102340K,Nan
NOT221102090K,Nan
NOT221102001K,Nan
NOT221102089K,Nan
NOT221102087K,Nan
NOT161102824K,Nan
NOT221101922K,Nan
NOT141101205K,Nan
NOT141101189K,Nan
NOT141101188K,Nan
NOT141101187K,Nan
NOT201102384K,Nan
NOT201102383K,Nan
NOT221102088K,Nan
NOT201102382K,Nan
NOT221102002K,Nan
NOT221102004K,Nan
NOT221102019K,Nan
NOT221102154K,Nan
NOT221102018K,Nan
NOT221102017K,Nan
NOT221102022K,Nan
NOT221102016K,Nan
NOT221102015K,Nan
NOT221102014K,Nan
NOT221102023K,Nan
NOT221102003K,Nan
NOT221102024K,Nan
NOT221102115K,Nan
NOT221102092K,Nan
NOT221102091K,Nan
NOT161102738K,Nan
NOT221102011K,Nan
NOT221102009K,Nan
NOT221102008K,Nan
NOT221102006K,Nan
NOT221102005K,Nan
NOT221102012K,Nan
NOT201102362K,Nan
NOT201102311K,Nan
NOT201102403K,Nan
NOT201102358K,Nan
NOT201102357K,Nan
NOT201102251K,Nan
NOT201102247K,Nan
NOT201102237K,Nan
NOT221102030K,Nan
NOT221102034K,Nan
NOT201102312K,Nan
NOT201102236K,Nan
NOT221102032K,Nan
NOT201102235K,Nan
NOT201102290K,Nan
NOT201102289K,Nan
NOT221102099K,Nan
NOT201102273K,Nan
NOT221102098K,Nan
NOT221102103K,Nan
NOT201102288K,Nan
NOT201102287K,Nan
NOT201102282K,Nan
NOT201102231K,Nan
NOT201102313K,Nan
NOT201102359K,Nan
NOT201102291K,Nan
NOT201102361K,Nan
NOT201102307K,Nan
NOT201102341K,Nan
NOT201102360K,Nan
NOT201102469K,Nan
NOT221102086K,Nan
NOT201102468K,Nan
NOT201102304K,Nan
NOT141101181K,Nan
NOT201102302K,Nan
NOT141101179K,Nan
NOT201102407K,Nan
NOT201102299K,Nan
NOT201102298K,Nan
NOT201102297K,Nan
NOT201102294K,Nan
NOT221102035K,Nan
NOT201102292K,Nan
NOT221102033K,Nan
NOT141101173K,Nan
NOT201102272K,Nan
NOT201102239K,Nan
NOT201102300K,Nan
NOT221102197K,Nan
NOT221102104K,Nan
NOT221101930K,Nan
NOT221102180K,Nan
NOT221102222K,Nan
NOT221102131K,Nan
NOT221102377K,Nan
NOT221102477K,Nan
NOT221102316K,Nan
NOT221102315K,Nan
NOT221102056K,Nan
NOT221102059K,Nan
NOT221102060K,Nan
NOT221102479K,Nan
NOT221101931K,Nan
NOT221101935K,Nan
NOT221101936K,Nan
NOT221101959K,Nan
NOT221101944K,Nan
NOT221101937K,Nan
NOT221101938K,Nan
NOT221102130K,Nan
NOT221101945K,Nan
NOT221101939K,Nan
NOT221101946K,Nan
NOT221101947K,Nan
NOT221101934K,Nan
NOT221102310K,Nan
NOT221102182K,Nan
NOT221102286K,Nan
NOT221101971K,Nan
NOT221102193K,Nan
NOT221102372K,Nan
NOT221102253K,Nan
NOT221102249K,Nan
NOT221101970K,Nan
NOT221101969K,Nan
NOT221101967K,Nan
NOT221101966K,Nan
NOT221102246K,Nan
NOT221101965K,Nan
NOT221102317K,Nan
NOT221102221K,Nan
NOT221102226K,Nan
NOT221102271K,Nan
NOT221102237K,Nan
NOT221102371K,Nan
NOT221102184K,Nan
NOT221102370K,Nan
NOT221101918K,Nan
NOT221102358K,Nan
NOT221102183K,Nan
NOT221102195K,Nan
NOT221102224K,Nan
NOT221102359K,Nan
NOT221101972K,Nan
NOT221102311K,Nan
NOT221102313K,Nan
NOT221101953K,Nan
NOT221101952K,Nan
NOT221102357K,Nan
NOT221101926K,Nan
NOT221102422K,Nan
NOT221102473K,Nan
NOT221102133K,Nan
NOT221102418K,Nan
NOT221102430K,Nan
NOT221102134K,Nan
NOT221102419K,Nan
NOT221101950K,Nan
NOT221102443K,Nan
NOT221102420K,Nan
NOT221102398K,Nan
NOT221102462K,Nan
NOT221102421K,Nan
NOT221102424K,Nan
NOT221102135K,Nan
NOT221102365K,Nan
NOT221102426K,Nan
NOT221102427K,Nan
NOT221102461K,Nan
NOT221102459K,Nan
NOT221102442K,Nan
NOT221102312K,Nan
NOT221101949K,Nan
NOT221101948K,Nan
NOT221102198K,Nan
NOT221102305K,Nan
NOT221102235K,Nan
NOT221101932K,Nan
NOT221102314K,Nan
NOT221102306K,Nan
NOT221102256K,Nan
NOT221101929K,Nan
NOT221102276K,Nan
NOT221102307K,Nan
NOT221102129K,Nan
NOT221102177K,Nan
NOT221102269K,Nan
NOT221102308K,Nan
NOT221102319K,Nan
NOT221102052K,Nan
NOT221102132K,Nan
NOT221102299K,Nan
NOT221102300K,Nan
NOT221102301K,Nan
NOT221102490K,Nan
NOT221102488K,Nan
NOT221102487K,Nan
NOT221101933K,Nan
NOT221101924K,Nan
NOT221101973K,Nan
NOT221102228K,Nan
NOT221102230K,Nan
NOT221102432K,Nan
NOT221102255K,Nan
NOT221102123K,Nan
NOT221101921K,Nan
NOT221102236K,Nan
NOT221102483K,Nan
NOT221102121K,Nan
NOT221102120K,Nan
NOT221102389K,Nan
NOT221102119K,Nan
NOT221102388K,Nan
NOT221102074K,Nan
NOT221102387K,Nan
NOT221102386K,Nan
NOT221102369K,Nan
NOT221102050K,Nan
NOT221102049K,Nan
NOT221102046K,Nan
NOT221102484K,Nan
NOT221102044K,Nan
NOT221102118K,Nan
NOT221102374K,Nan
NOT221102274K,Nan
NOT221102043K,Nan
NOT221102373K,Nan
NOT221102041K,Nan
NOT221102191K,Nan
NOT221102434K,Nan
NOT221102053K,Nan
NOT221102337K,Nan
NOT221102054K,Nan
NOT221102186K,Nan
NOT221102055K,Nan
NOT221102217K,Nan
NOT221102218K,Nan
NOT221102275K,Nan
NOT221102360K,Nan
NOT221102220K,Nan
NOT221102481K,Nan
NOT221102433K,Nan
NOT221102298K,Nan
NOT221102219K,Nan
NOT221102187K,Nan
NOT221102297K,Nan
NOT221102318K,Nan
NOT221102482K,Nan
NOT221102189K,Nan
NOT221102440K,Nan
NOT221102438K,Nan
NOT221102436K,Nan
NOT221102338K,Nan
NOT221102435K,Nan
NOT221101919K,Nan
NOT221102329K,Nan
NOT221102368K,Nan
NOT221102367K,Nan
NOT221102335K,Nan
NOT221102101K,Nan
NOT221102234K,Nan
NOT221102245K,Nan
NOT221101991K,Nan
NOT221101990K,Nan
NOT221101987K,Nan
NOT221101986K,Nan
NOT221101985K,Nan
NOT221101984K,Nan
NOT221101983K,Nan
NOT221102244K,Nan
NOT221102124K,Nan
NOT221102185K,Nan
NOT221101927K,Nan
NOT221101923K,Nan
NOT221102336K,Nan
NOT221101981K,Nan
NOT221101979K,Nan
NOT221102233K,Nan
NOT221101977K,Nan
NOT221101975K,Nan
NOT221102232K,Nan
NOT221101974K,Nan
NOT221101982K,Nan
NOT221102243K,Nan
NOT221102108K,Nan
NOT221102242K,Nan
NOT221102330K,Nan
NOT221102331K,Nan
NOT221102238K,Nan
NOT221102239K,Nan
NOT221102047K,Nan
NOT221102273K,Nan
NOT221102040K,Nan
NOT221102039K,Nan
NOT221102240K,Nan
NOT221102038K,Nan
NOT221102037K,Nan
NOT221102036K,Nan
NOT221102285K,Nan
NOT221102028K,Nan
NOT221101928K,Nan
NOT221102113K,Nan
NOT221102272K,Nan
NOT221102111K,Nan
NOT221102375K,Nan
NOT221102027K,Nan
NOT221102110K,Nan
NOT221102241K,Nan
NOT221102026K,Nan
NOT221102334K,Nan
NOT221102025K,Nan
NOT221102441K,Nan
NOT221102444K,Nan
NOT221101955K,Nan
NOT221102363K,Nan
NOT221102247K,Nan
NOT221102081K,Nan
NOT221102080K,Nan
NOT221102063K,Nan
NOT201102402K,Nan
NOT221102079K,Nan
NOT221101988K,Nan
NOT221102064K,Nan
NOT221102077K,Nan
NOT221102167K,Nan
NOT221101958K,Nan
NOT221101960K,Nan
NOT221101941K,Nan
NOT221102165K,Nan
NOT221102062K,Nan
NOT221101962K,Nan
NOT221102163K,Nan
NOT221102067K,Nan
NOT221102071K,Nan
NOT221102162K,Nan
NOT221102072K,Nan
NOT221102073K,Nan
NOT221102076K,Nan
NOT221102161K,Nan
NOT221102284K,Nan
NOT221102075K,Nan
NOT221102128K,Nan
NOT221102160K,Nan
NOT221102486K,Nan
NOT221102348K,Nan
NOT221102066K,Nan
NOT221102061K,Nan
NOT221102058K,Nan
NOT221101968K,Nan
NOT221102349K,Nan
NOT221102412K,Nan
NOT221102320K,Nan
NOT221102392K,Nan
NOT221102309K,Nan
NOT221102352K,Nan
NOT221102397K,Nan
NOT221102304K,Nan
NOT221102445K,Nan
NOT221102281K,Nan
NOT221102139K,Nan
NOT221102450K,Nan
NOT221102140K,Nan
NOT221102279K,Nan
NOT221102141K,Nan
NOT221102142K,Nan
NOT221102144K,Nan
NOT221101957K,Nan
NOT221102254K,Nan
NOT221101956K,Nan
NOT221102248K,Nan
NOT221101954K,Nan
NOT221102409K,Nan
NOT221102149K,Nan
NOT221102470K,Nan
NOT221102277K,Nan
NOT221102270K,Nan
NOT221102148K,Nan
NOT221102282K,Nan
NOT221102147K,Nan
NOT221102146K,Nan
NOT221102449K,Nan
NOT221102138K,Nan
NOT221102159K,Nan
NOT221102156K,Nan
NOT221101913K,Nan
NOT221102200K,Nan
NOT221102199K,Nan
NOT221102347K,Nan
NOT221102126K,Nan
NOT221101943K,Nan
NOT181101964K,Nan
NOT221102068K,Nan
NOT221102083K,Nan
NOT221102084K,Nan
NOT221102085K,Nan
NOT221102093K,Nan
NOT221102094K,Nan
NOT221102485K,Nan
NOT221102294K,Nan
NOT221102095K,Nan
NOT221102096K,Nan
NOT221102097K,Nan
NOT221102295K,Nan
NOT221102268K,Nan
NOT221101997K,Nan
NOT221101995K,Nan
NOT221101996K,Nan
NOT221101994K,Nan
NOT221102070K,Nan
NOT221102107K,Nan
NOT221102106K,Nan
NOT201102232K,Nan
NOT221102296K,Nan
NOT221102105K,Nan
NOT221101914K,Nan
NOT221101916K,Nan
NOT221102381K,Nan
NOT221102201K,Nan
NOT221102150K,Nan
NOT221102260K,Nan
NOT221102151K,Nan
NOT221102302K,Nan
NOT221102216K,Nan
NOT221102215K,Nan
NOT221102214K,Nan
NOT221102213K,Nan
NOT221102289K,Nan
NOT221102261K,Nan
NOT221102288K,Nan
NOT221102212K,Nan
NOT221102211K,Nan
NOT221102209K,Nan
NOT221102287K,Nan
NOT221102207K,Nan
